states,districts,delta_confirmed,delta_deceased,delta_recovered,delta_tested,delta_vaccinated1,delta_vaccinated2,delta_population,delta21_14_confirmed,delta21_14_deceased,delta21_14_recovered,delta21_14_tested,delta21_14_vaccinated1,delta21_14_vaccinated2,delta21_14_population,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_tested,delta7_vaccinated1,delta7_vaccinated2,delta7_population,meta_confirmed,meta_deceased,meta_recovered,meta_tested,meta_vaccinated1,meta_vaccinated2,meta_population,total_confirmed,total_deceased,total_recovered,total_tested,total_vaccinated1,total_vaccinated2,total_population
CT,Sukma,,,1.0,,140.0,77.0,,3.0,,,,,,,1.0,,4.0,,3208.0,5401.0,,,,,{'date': '2020-06-14'},,,249000.0,8066.0,20.0,8041.0,1723.0,134654.0,81437.0,
CT,Surajpur,,,,,442.0,322.0,,1.0,,,,,,,,,,,13506.0,13873.0,,,,,{'date': '2020-06-14'},,,660280.0,29029.0,224.0,28805.0,1830.0,419247.0,163526.0,
CT,Surguja,,,,,1831.0,1834.0,,2.0,,,,,,,2.0,,,,29827.0,33226.0,,,,,{'date': '2020-11-18'},,,420661.0,33673.0,245.0,33426.0,103578.0,468885.0,277031.0,
CT,Uttar Bastar Kanker,,,,,995.0,645.0,,4.0,,,,,,,3.0,,1.0,,17930.0,14621.0,,,,,{'date': '2020-06-14'},,,748593.0,23636.0,224.0,23407.0,2051.0,405744.0,171484.0,
DL,Delhi,45.0,,46.0,56751.0,12482.0,11839.0,,195.0,,,,,,,267.0,,239.0,395086.0,160323.0,269146.0,,,,,"{'date': '2021-10-31', 'source': 'https://t.me/Covid19india_Auxiliary_Test_Data/11885'}",,,19814000.0,1439870.0,25091.0,1414431.0,29427753.0,13055636.0,7425404.0,
DN,Dadra and Nagar Haveli,,,,,3.0,18.0,,2.0,,,,,,,,,,,870.0,6759.0,,,,,{'date': '2020-10-20'},,,343709.0,5920.0,3.0,5910.0,44813.0,387772.0,183553.0,
DN,Daman,,,1.0,,,,,2.0,,,,,,,,,2.0,,1880.0,6793.0,,,,,{'date': '2020-10-20'},,,191173.0,3543.0,1.0,3516.0,19338.0,234202.0,155547.0,
DN,Diu,,,,,,,,,,,,,,,,,,,52.0,690.0,,,,,{'date': '2020-10-20'},,,52074.0,1218.0,,1218.0,8259.0,38779.0,31153.0,
GA,North Goa,,,,,1070.0,5967.0,,,,,,,,,,,,,4007.0,23958.0,,,,,,,,817761.0,,,,,600586.0,424066.0,
GA,South Goa,,,,,1492.0,6405.0,,,,,,,,,,,,,4401.0,22504.0,,,,,,,,639962.0,,,,,661972.0,487016.0,
GA,Unknown,23.0,,53.0,,,,,409.0,,,,,,,222.0,6.0,409.0,,,,,,,,,,,,178108.0,3364.0,174392.0,,,,
GJ,Ahmedabad,4.0,,2.0,,1765.0,11394.0,,29.0,,,,,,,22.0,,14.0,,47316.0,169891.0,,,,,{'date': '2021-02-02'},,,7208200.0,238334.0,3411.0,234889.0,2556492.0,5961594.0,3439921.0,
GJ,Amreli,,,,,399.0,3792.0,,,,,,,,,,,,,5473.0,39398.0,,,,,{'date': '2021-02-02'},,,1513614.0,10810.0,102.0,10708.0,212265.0,927389.0,551970.0,
GJ,Anand,,,,,4876.0,2866.0,,,,,,,,,6.0,,1.0,,33012.0,46764.0,,,,,{'date': '2021-02-02'},,,2090276.0,9637.0,49.0,9581.0,171851.0,1471865.0,935893.0,
GJ,Aravalli,,,,,2.0,106.0,,,,,,,,,,,,,1439.0,32201.0,,,,,{'date': '2021-02-02'},,,1051746.0,5186.0,78.0,5108.0,122182.0,717964.0,522361.0,
GJ,Banaskantha,,,,,390.0,3521.0,,,,,,,,,,,,,16080.0,82985.0,,,,,{'date': '2021-02-02'},,,3116045.0,13631.0,162.0,13469.0,218527.0,2140492.0,1157901.0,
GJ,Bharuch,,,,,1539.0,2936.0,,,,,,,,,,,,,21270.0,45926.0,,,,,{'date': '2021-02-02'},,,1550822.0,11426.0,118.0,11308.0,156057.0,1217587.0,669742.0,
GJ,Bhavnagar,1.0,,,,359.0,1470.0,,3.0,,,,,,,1.0,,,,19467.0,81374.0,,,,,{'date': '2021-02-02'},,,2877961.0,21447.0,301.0,21143.0,392834.0,1680398.0,986097.0,
GJ,Botad,,,,,13.0,235.0,,,,,,,,,,,,,929.0,14235.0,,,,,{'date': '2021-02-02'},,,656005.0,2218.0,42.0,2176.0,98559.0,378232.0,228691.0,
GJ,Chhota Udaipur,,,,,4.0,818.0,,,,,,,,,,,,,699.0,19920.0,,,,,{'date': '2021-02-02'},,,1071831.0,3395.0,38.0,3357.0,93838.0,635695.0,420157.0,
GJ,Dahod,,,,,8.0,1930.0,,,,,,,,,,,,,626.0,53547.0,,,,,{'date': '2021-02-02'},,,2126558.0,9955.0,38.0,9917.0,218259.0,1499052.0,631818.0,
GJ,Dang,,,,,2.0,1.0,,-2.0,,,,,,,,,,,4140.0,3726.0,,,,,{'date': '2021-02-02'},,,226769.0,866.0,18.0,848.0,31921.0,156334.0,59262.0,
GJ,Devbhumi Dwarka,,,,,315.0,373.0,,,,,,,,,,,,,4666.0,24924.0,,,,,{'date': '2021-02-02'},,,752484.0,4175.0,82.0,4093.0,80424.0,504501.0,309771.0,
GJ,Gandhinagar,,,,,69.0,367.0,,-1.0,,,,,,,,,,,5475.0,36333.0,,,,,{'date': '2021-02-02'},,,1387478.0,20754.0,205.0,20549.0,292598.0,1175562.0,706208.0,
GJ,Gir Somnath,,,,,912.0,15.0,,3.0,,,,,,,2.0,,2.0,,8524.0,15341.0,,,,,{'date': '2021-02-02'},,,1217477.0,8570.0,67.0,8499.0,121948.0,845224.0,363467.0,
GJ,Jamnagar,,,1.0,,367.0,1366.0,,1.0,,,,,,,5.0,,3.0,,9406.0,37158.0,,,,,{'date': '2021-02-02'},,,2159130.0,34978.0,478.0,34494.0,307911.0,1111813.0,653950.0,
GJ,Junagadh,2.0,,,,62.0,1232.0,,13.0,,,,,,,6.0,,2.0,,2660.0,71531.0,,,,,{'date': '2021-02-02'},,,2742291.0,20505.0,272.0,20226.0,199699.0,1316479.0,733025.0,
GJ,Kheda,,,,,124.0,2105.0,,3.0,,,,,,,,,1.0,,11668.0,73838.0,,,,,{'date': '2021-02-02'},,,2298934.0,10439.0,48.0,10391.0,218140.0,1454344.0,893742.0,
GJ,Kutch,,,,,15.0,351.0,,4.0,,,,,,,5.0,,1.0,,8920.0,49662.0,,,,,{'date': '2021-02-02'},,,2090313.0,12631.0,145.0,12474.0,267060.0,1412923.0,680232.0,
GJ,Mahisagar,,,,,1.0,929.0,,,,,,,,,,,,,62.0,16517.0,,,,,{'date': '2021-02-02'},,,994624.0,8194.0,72.0,8122.0,122796.0,815594.0,459520.0,
GJ,Mehsana,,,,,71.0,723.0,,,,,,,,,,,1.0,,7523.0,48550.0,,,,,{'date': '2021-02-02'},,,2027727.0,24419.0,177.0,24242.0,229904.0,1405786.0,869969.0,
GJ,Morbi,,,,,31.0,118.0,,,,,,,,,,,,,9950.0,20297.0,,,,,{'date': '2021-02-02'},,,960329.0,6502.0,87.0,6415.0,157321.0,674000.0,308840.0,
GJ,Narmada,,,,,2.0,12.0,,2.0,,,,,,,,,2.0,,546.0,13890.0,,,,,{'date': '2021-02-02'},,,590379.0,5955.0,15.0,5940.0,76134.0,413260.0,279684.0,
GJ,Navsari,,,1.0,,62.0,2009.0,,11.0,,,,,,,5.0,,13.0,,1852.0,29095.0,,,,,{'date': '2021-02-02'},,,1330711.0,7215.0,24.0,7181.0,129099.0,948673.0,647484.0,
GJ,Other State,,,,,,,,,,,,,,,,,,,,,,,,,{'date': '2020-06-27'},,,,162.0,3.0,159.0,108.0,,,
GJ,Panchmahal,,,,,80.0,1246.0,,,,,,,,,,,,,7294.0,44832.0,,,,,{'date': '2021-02-02'},,,2388267.0,11770.0,70.0,11700.0,160981.0,1105110.0,626003.0,
GJ,Patan,,,,,20.0,259.0,,,,,,,,,,,,,3369.0,37745.0,,,,,{'date': '2021-02-02'},,,1342746.0,11624.0,129.0,11495.0,169059.0,850462.0,533438.0,
GJ,Porbandar,,,,,48.0,1062.0,,,,,,,,,,,,,1140.0,13063.0,,,,,{'date': '2021-02-02'},,,586062.0,3486.0,19.0,3467.0,97912.0,419364.0,256377.0,
GJ,Rajkot,,,7.0,,43.0,153.0,,2.0,,,,,,,7.0,,7.0,,17510.0,53546.0,,,,,{'date': '2021-02-02'},,,3157676.0,57976.0,725.0,57243.0,731251.0,2227111.0,1255012.0,
GJ,Sabarkantha,,,,,66.0,1181.0,,,,,,,,,1.0,,,,4232.0,45789.0,,,,,{'date': '2021-02-02'},,,2427346.0,9317.0,157.0,9159.0,182090.0,1000517.0,596705.0,
GJ,Surat,4.0,,4.0,,2525.0,7090.0,,38.0,,,,,,,38.0,1.0,30.0,,35083.0,115694.0,,,,,{'date': '2021-02-02'},,,4996391.0,143874.0,1956.0,141885.0,1938229.0,4781894.0,2529712.0,
GJ,Surendranagar,,,,,51.0,647.0,,,,,,,,,,,,,18641.0,79795.0,,,,,{'date': '2021-02-02'},,,1755873.0,8121.0,136.0,7985.0,201153.0,1113845.0,715931.0,
GJ,Tapi,,,,,14.0,111.0,,-1.0,,,,,,,,,,,3010.0,23409.0,,,,,{'date': '2021-02-02'},,,806489.0,4441.0,24.0,4417.0,92524.0,527345.0,303297.0,
GJ,Vadodara,6.0,,2.0,,437.0,12194.0,,16.0,,,,,,,36.0,,14.0,,16527.0,182027.0,,,,,{'date': '2021-02-02'},,,3639775.0,78159.0,788.0,77335.0,695670.0,2612578.0,1940514.0,
GJ,Valsad,3.0,,6.0,,84.0,46.0,,28.0,,,,,,,25.0,1.0,25.0,,6616.0,36430.0,,,,,{'date': '2021-02-02'},,,1703068.0,6405.0,53.0,6308.0,155380.0,1232139.0,704675.0,
HP,Bilaspur,11.0,,12.0,,6.0,329.0,,78.0,,,,,,,133.0,,77.0,,695.0,15071.0,,,,,{'date': '2020-12-19'},,,382056.0,14374.0,85.0,14120.0,39738.0,323204.0,234916.0,
HP,Chamba,,,2.0,,146.0,1749.0,,8.0,,,,,,,27.0,,13.0,,1439.0,18796.0,,,,,{'date': '2020-12-19'},,,518844.0,13687.0,160.0,13492.0,53505.0,364258.0,198146.0,
HP,Hamirpur,11.0,,50.0,,,32.0,,177.0,,,,,,,288.0,4.0,228.0,,713.0,26076.0,,,,,{'date': '2020-12-19'},,,454293.0,17379.0,287.0,16741.0,46407.0,377332.0,269143.0,
HP,Kangra,40.0,1.0,108.0,,2.0,23.0,,310.0,,,,,,,657.0,10.0,454.0,,2399.0,39940.0,,,,,{'date': '2020-12-19'},,,1507223.0,50818.0,1125.0,48872.0,94910.0,1182563.0,725754.0,
HP,Kinnaur,,,1.0,,,,,4.0,,,,,,,2.0,,6.0,,95.0,517.0,,,,,{'date': '2020-12-19'},,,84298.0,3507.0,38.0,3465.0,6730.0,79673.0,63209.0,
HP,Kullu,,,3.0,,,,,17.0,,,,,,,19.0,,18.0,,889.0,9323.0,,,,,{'date': '2020-09-29'},,,437474.0,9692.0,158.0,9496.0,12012.0,351261.0,203549.0,
HP,Lahaul and Spiti,,,,,,,,1.0,,,,,,,,,,,30.0,412.0,,,,,{'date': '2020-10-31'},,,31528.0,2953.0,18.0,2935.0,540.0,31920.0,20986.0,
HP,Mandi,4.0,,5.0,,99.0,2275.0,,165.0,,,,,,,140.0,3.0,141.0,,1156.0,26214.0,,,,,{'date': '2020-12-19'},,,999518.0,31606.0,448.0,30983.0,41895.0,775242.0,479355.0,
HP,Shimla,4.0,,9.0,,20.0,1688.0,,72.0,,,,,,,100.0,3.0,66.0,,2224.0,37351.0,,,,,{'date': '2020-12-19'},,,813384.0,27549.0,641.0,26786.0,32922.0,678341.0,412640.0,
HP,Sirmaur,,,,,52.0,1185.0,,,,,,,,,1.0,,,,1388.0,22247.0,,,,,{'date': '2020-12-19'},,,530164.0,15456.0,211.0,15244.0,42564.0,423793.0,209631.0,
HP,Solan,4.0,,2.0,,33.0,493.0,,25.0,,,,,,,25.0,,27.0,,1393.0,21242.0,,,,,{'date': '2020-12-19'},,,576670.0,22817.0,314.0,22472.0,57200.0,691163.0,339630.0,
HP,Una,11.0,,6.0,,24.0,396.0,,101.0,,,,,,,145.0,,124.0,,824.0,16782.0,,,,,{'date': '2020-12-19'},,,521057.0,14268.0,253.0,13804.0,52905.0,434945.0,286819.0,
HR,Ambala,,,,,100.0,587.0,,2.0,,,,,,,2.0,,1.0,,3021.0,25458.0,,,,,{'date': '2021-01-30'},,,1136784.0,30150.0,509.0,29639.0,206003.0,873020.0,571772.0,
HR,Bhiwani,,,,,578.0,2454.0,,,,,,,,,,,,,6166.0,25664.0,,,,,{'date': '2021-01-30'},,,1629109.0,22409.0,652.0,21757.0,176225.0,741251.0,317765.0,
HR,Charkhi Dadri,,,,,2.0,35.0,,,,,,,,,,,2.0,,941.0,11884.0,,,,,{'date': '2020-10-28'},,,502276.0,5078.0,139.0,4939.0,58525.0,364599.0,262184.0,
HR,Faridabad,1.0,,,,818.0,1577.0,,8.0,,,,,,,18.0,,7.0,,17515.0,30156.0,,,,,{'date': '2021-01-30'},,,1798954.0,99902.0,716.0,99157.0,504970.0,1658940.0,840997.0,
HR,Fatehabad,,,,,30.0,37.0,,1.0,,,,,,,,,,,1800.0,7458.0,,,,,{'date': '2020-08-29'},,,941522.0,17875.0,481.0,17394.0,27456.0,574546.0,201763.0,
HR,Gurugram,7.0,,8.0,,264.0,1637.0,,47.0,,,,,,,55.0,,48.0,,20221.0,48107.0,,,,,{'date': '2021-01-30'},,,1514085.0,181428.0,922.0,180454.0,742619.0,2193114.0,1377160.0,
HR,Hisar,,,,,58.0,111.0,,,,,,,,,2.0,,,,5821.0,12364.0,,,,,{'date': '2021-01-30'},,,1742815.0,53995.0,1136.0,52857.0,322039.0,994213.0,332162.0,
HR,Jhajjar,,,,,569.0,996.0,,,,,,,,,1.0,,,,8229.0,19599.0,,,,,{'date': '2020-11-30'},,,956907.0,18849.0,328.0,18514.0,186853.0,684511.0,293496.0,
HR,Jind,,,,,490.0,567.0,,,,,,,,,1.0,,,,13366.0,21662.0,,,,,{'date': '2020-07-13'},,,1332042.0,21209.0,533.0,20675.0,11157.0,704573.0,250859.0,
HR,Kaithal,,,,,69.0,149.0,,2.0,,,,,,,,,2.0,,4183.0,11836.0,,,,,{'date': '2020-07-13'},,,1072861.0,11244.0,346.0,10898.0,11687.0,615168.0,217439.0,
HR,Karnal,1.0,,,,617.0,217.0,,2.0,,,,,,,1.0,,,,8109.0,23328.0,,,,,{'date': '2021-01-30'},,,1506323.0,40037.0,552.0,39484.0,185147.0,1000120.0,451876.0,
HR,Kurukshetra,,,,,55.0,199.0,,1.0,,,,,,,1.0,,1.0,,4064.0,9522.0,,,,,{'date': '2021-01-29'},,,964231.0,22147.0,357.0,21789.0,198881.0,610380.0,248125.0,
HR,Mahendragarh,,,,,205.0,529.0,,,,,,,,,,,,,4857.0,10632.0,,,,,{'date': '2021-01-30'},,,921680.0,21689.0,155.0,21534.0,143253.0,576527.0,264911.0,
HR,Nuh,,,,,2433.0,583.0,,,,,,,,,,,,,10812.0,3789.0,,,,,{'date': '2020-11-01'},,,1089406.0,5014.0,123.0,4890.0,93389.0,354422.0,78081.0,
HR,Palwal,,,,,358.0,259.0,,1.0,,,,,,,,,,,7558.0,9496.0,,,,,{'date': '2021-01-30'},,,1040493.0,11025.0,153.0,10872.0,139809.0,608874.0,221786.0,
HR,Panchkula,1.0,,2.0,,127.0,1033.0,,7.0,,,,,,,10.0,,12.0,,1786.0,10743.0,,,,,{'date': '2020-12-05'},,,558890.0,30770.0,378.0,30379.0,118725.0,456675.0,279951.0,
HR,Panipat,1.0,,,,375.0,1054.0,,,,,,,,,1.0,,,,7950.0,12888.0,,,,,{'date': '2020-10-06'},,,1202811.0,31150.0,638.0,30510.0,58863.0,830805.0,273172.0,
HR,Rewari,,,,,83.0,353.0,,2.0,,,,,,,,,4.0,,2550.0,9877.0,,,,,{'date': '2021-01-30'},,,896129.0,20327.0,221.0,20106.0,151363.0,648724.0,294989.0,
HR,Rohtak,,,,,311.0,953.0,,4.0,,,,,,,,,1.0,,11409.0,17219.0,,,,,{'date': '2020-07-13'},,,1058683.0,25903.0,534.0,25350.0,25894.0,674649.0,305282.0,
HR,Sirsa,,,,,47.0,92.0,,3.0,,,,,,,3.0,,2.0,,4263.0,8228.0,,,,,{'date': '2020-12-06'},,,1295114.0,29282.0,508.0,28771.0,150193.0,786205.0,278920.0,
HR,Sonipat,,,,,785.0,2190.0,,1.0,,,,,,,,,1.0,,9421.0,21065.0,,,,,{'date': '2020-12-06'},,,1480080.0,47138.0,254.0,46884.0,238963.0,989125.0,411915.0,
HR,Yamunanagar,,,,,102.0,185.0,,2.0,,,,,,,,,6.0,,6471.0,16554.0,,,,,{'date': '2021-01-30'},,,1214162.0,24631.0,414.0,24215.0,196131.0,831598.0,340196.0,
JH,Bokaro,,,,,3236.0,4363.0,,5.0,,,,,,,15.0,,13.0,,27554.0,34375.0,,,,,{'date': '2020-07-23'},,,2061918.0,19461.0,286.0,19170.0,11798.0,994497.0,333330.0,
JH,Chatra,,,,,909.0,1813.0,,,,,,,,,,,,,5946.0,11402.0,,,,,,,,1042304.0,6033.0,53.0,5977.0,,454807.0,126700.0,
JH,Deoghar,,,,,985.0,2299.0,,,,,,,,,2.0,,1.0,,9801.0,19008.0,,,,,{'date': '2020-07-23'},,,1491879.0,10835.0,113.0,10721.0,6951.0,569167.0,230458.0,
JH,Dhanbad,,,1.0,,2811.0,3597.0,,1.0,,,,,,,24.0,,13.0,,33374.0,34095.0,,,,,,,,2682662.0,16589.0,382.0,16196.0,,1185934.0,446946.0,
JH,Dumka,,,1.0,,1460.0,2659.0,,,,,,,,,2.0,,2.0,,12679.0,22872.0,,,,,{'date': '2020-07-23'},,,1321096.0,4636.0,47.0,4589.0,5400.0,638722.0,229944.0,
JH,East Singhbhum,,,3.0,,1925.0,4669.0,,11.0,,,,,,,47.0,2.0,42.0,,11994.0,29238.0,,,,,,,,2291032.0,51974.0,1046.0,50907.0,,1424376.0,661091.0,
JH,Garhwa,,,1.0,,4770.0,3027.0,,1.0,,,,,,,6.0,,7.0,,17210.0,15386.0,,,,,,,,1322387.0,6895.0,94.0,6801.0,,456056.0,148421.0,
JH,Giridih,,,,,2411.0,3577.0,,,,,,,,,,,,,16994.0,29823.0,,,,,{'date': '2020-07-23'},,,2445203.0,8964.0,130.0,8834.0,11132.0,994417.0,301193.0,
JH,Godda,,,,,906.0,1883.0,,,,,,,,,1.0,,1.0,,7385.0,16537.0,,,,,{'date': '2020-07-23'},,,1311382.0,5840.0,87.0,5753.0,10980.0,527710.0,198198.0,
JH,Gumla,,,,,465.0,744.0,,,,,,,,,5.0,,,,4900.0,8696.0,,,,,,,,1025656.0,9900.0,38.0,9857.0,,387738.0,156364.0,
JH,Hazaribagh,,,,,678.0,1243.0,,,,,,,,,3.0,,3.0,,11940.0,21857.0,,,,,,,,1734005.0,19593.0,186.0,19404.0,,865943.0,317137.0,
JH,Jamtara,,,,,973.0,1373.0,,1.0,,,,,,,4.0,1.0,3.0,,9614.0,12331.0,,,,,{'date': '2020-07-21'},,,790207.0,5599.0,61.0,5534.0,2880.0,381155.0,137216.0,
JH,Khunti,,,,,354.0,367.0,,2.0,,,,,,,,,,,3335.0,3834.0,,,,,{'date': '2020-07-29'},,,530299.0,7820.0,96.0,7724.0,3852.0,227503.0,107053.0,
JH,Koderma,,,,,45.0,235.0,,,,,,,,,,,,,3393.0,11488.0,,,,,,,,717169.0,12872.0,136.0,12736.0,,363078.0,140609.0,
JH,Latehar,,,,,1158.0,773.0,,,,,,,,,,,,,9565.0,7719.0,,,,,,,,725673.0,7871.0,57.0,7814.0,,294989.0,84919.0,
JH,Lohardaga,,,,,188.0,166.0,,,,,,,,,,,2.0,,3444.0,3563.0,,,,,{'date': '2020-07-25'},,,461738.0,6709.0,88.0,6621.0,7526.0,173109.0,63130.0,
JH,Pakur,,,,,3009.0,2636.0,,1.0,,,,,,,,,,,9945.0,9107.0,,,,,{'date': '2020-07-23'},,,899200.0,2552.0,12.0,2539.0,6429.0,378048.0,108941.0,
JH,Palamu,,,,,5270.0,6713.0,,,,,,,,,,,,,21657.0,37375.0,,,,,,,,1936319.0,12294.0,110.0,12184.0,,788026.0,311074.0,
JH,Ramgarh,,,,,645.0,944.0,,1.0,,,,,,,7.0,,,,5306.0,10927.0,,,,,,,,949159.0,13923.0,197.0,13714.0,,522017.0,185442.0,
JH,Ranchi,10.0,,2.0,,4743.0,4594.0,,52.0,,,,,,,182.0,,228.0,,35099.0,38856.0,,,,,,,,2912022.0,86116.0,1585.0,84495.0,,1512114.0,656001.0,
JH,Sahibganj,,,,,1336.0,947.0,,,,,,,,,,,,,10449.0,13687.0,,,,,{'date': '2020-07-23'},,,1150038.0,4834.0,42.0,4792.0,5029.0,430948.0,132560.0,
JH,Saraikela-Kharsawan,,,,,682.0,490.0,,,,,,,,,,,,,11215.0,12399.0,,,,,{'date': '2020-12-13'},,,1063458.0,7207.0,67.0,7137.0,161796.0,505417.0,167980.0,
JH,Simdega,,,,,67.0,189.0,,,,,,,,,,,,,1694.0,4126.0,,,,,,,,599813.0,7193.0,92.0,7101.0,,277357.0,112059.0,
JH,Unknown,,,,,,,,,,,,,,,-166.0,,-70.0,,,,,,,,,,,,,,,,,,
JH,West Singhbhum,,,,,895.0,962.0,,3.0,,,,,,,5.0,,5.0,,12587.0,16980.0,,,,,,,,1501619.0,13054.0,133.0,12918.0,,630437.0,225607.0,
JK,Anantnag,2.0,,2.0,,69.0,4677.0,,19.0,,,,,,,10.0,,12.0,,1472.0,30949.0,,,,,,,,1070144.0,16603.0,205.0,16378.0,,759605.0,402717.0,
JK,Bandipora,1.0,,,,12.0,639.0,,16.0,,,,,,,13.0,,19.0,,349.0,6835.0,,,,,,,,385099.0,9814.0,102.0,9693.0,,303665.0,154345.0,
JK,Baramulla,10.0,,6.0,,42.0,2327.0,,57.0,,,,,,,96.0,,64.0,,1665.0,29357.0,,,,,,,,1015503.0,24613.0,282.0,24196.0,,776258.0,450002.0,
JK,Budgam,10.0,,10.0,,113.0,2657.0,,48.0,,,,,,,63.0,,53.0,,1409.0,22456.0,,,,,,,,735753.0,23844.0,207.0,23548.0,,592075.0,319587.0,
JK,Doda,2.0,,,,74.0,1079.0,,26.0,,,,,,,18.0,,26.0,,1065.0,19212.0,,,,,,,,409576.0,7869.0,133.0,7704.0,,313983.0,158751.0,
JK,Ganderbal,7.0,,2.0,,33.0,1116.0,,10.0,,,,,,,31.0,,12.0,,370.0,9271.0,,,,,,,,297003.0,10436.0,79.0,10313.0,,227349.0,133812.0,
JK,Jammu,3.0,,6.0,,86.0,593.0,,27.0,,,,,,,20.0,,37.0,,4121.0,16781.0,,,,,,,,1526406.0,53324.0,1145.0,52145.0,,1168448.0,610537.0,
JK,Kathua,,,,,108.0,2053.0,,1.0,,,,,,,,1.0,5.0,,1867.0,22270.0,,,,,,,,615711.0,9327.0,152.0,9175.0,,482584.0,249588.0,
JK,Kishtwar,,,,,85.0,320.0,,,,,,,,,1.0,,,,3948.0,3385.0,,,,,,,,230696.0,4819.0,44.0,4773.0,,164754.0,78041.0,
JK,Kulgam,1.0,,2.0,,39.0,1610.0,,1.0,,,,,,,2.0,,5.0,,632.0,20244.0,,,,,,,,422786.0,11489.0,117.0,11367.0,,401091.0,202260.0,
JK,Kupwara,5.0,,4.0,,165.0,8743.0,,32.0,,,,,,,25.0,,25.0,,3959.0,42820.0,,,,,,,,875564.0,14463.0,166.0,14268.0,,673594.0,348327.0,
JK,Pulwama,4.0,,,,24.0,1414.0,,8.0,,,,,,,5.0,,5.0,,1021.0,16829.0,,,,,{'date': '2021-01-01'},,,570060.0,15512.0,194.0,15309.0,139552.0,430622.0,244300.0,
JK,Punch,,,,,45.0,3190.0,,13.0,,,,,,,7.0,,14.0,,695.0,27765.0,,,,,,,,476820.0,6482.0,98.0,6371.0,,386098.0,234540.0,
JK,Rajouri,,,,,56.0,752.0,,8.0,,,,,,,4.0,,7.0,,1247.0,9544.0,,,,,,,,619266.0,11272.0,237.0,11031.0,,498787.0,241407.0,
JK,Ramban,1.0,,,,155.0,829.0,,,,,,,,,3.0,,,,1498.0,10369.0,,,,,,,,283313.0,6043.0,67.0,5971.0,,220690.0,147086.0,
JK,Reasi,,,2.0,,240.0,1808.0,,13.0,,,,,,,4.0,,10.0,,1644.0,15636.0,,,,,,,,314714.0,6626.0,43.0,6575.0,,244379.0,133971.0,
JK,Samba,,,,,40.0,468.0,,1.0,,,,,,,,,2.0,,1207.0,6224.0,,,,,,,,318611.0,7152.0,120.0,7032.0,,280700.0,122554.0,
JK,Shopiyan,,,,,6.0,302.0,,,,,,,,,,,,,139.0,7669.0,,,,,,,,265960.0,5607.0,58.0,5549.0,,203036.0,95122.0,
JK,Srinagar,49.0,,45.0,,394.0,11547.0,,247.0,,,,,,,305.0,2.0,274.0,,2788.0,80075.0,,,,,,,,1269751.0,75539.0,846.0,74242.0,,957347.0,592016.0,
JK,Udhampur,,,,,76.0,700.0,,2.0,,,,,,,4.0,,2.0,,2420.0,14763.0,,,,,,,,555357.0,11415.0,137.0,11275.0,,425945.0,227785.0,
KA,Bagalkote,,,,,823.0,98.0,,1.0,,,,,,,,,,,57683.0,22844.0,,,,,{'date': '2020-08-23'},,,1890826.0,35178.0,333.0,34843.0,49851.0,1188016.0,613422.0,
KA,Ballari,,,2.0,,2415.0,483.0,,9.0,,,,,,,9.0,,14.0,,54006.0,84805.0,,,,,{'date': '2020-12-28'},,,2532383.0,97763.0,1689.0,95961.0,402407.0,1758198.0,864065.0,
KA,Belagavi,6.0,,1.0,,427.0,825.0,,31.0,,,,,,,20.0,1.0,21.0,,39701.0,98350.0,,,,,{'date': '2021-01-02'},,,4778439.0,79900.0,938.0,78879.0,396565.0,3165252.0,1386668.0,
KA,Bengaluru Rural,3.0,,3.0,,118.0,994.0,,40.0,,,,,,,23.0,2.0,27.0,,5196.0,22700.0,,,,,{'date': '2021-01-31'},,,987257.0,62005.0,890.0,61073.0,240277.0,700825.0,385704.0,
KA,Bengaluru Urban,137.0,7.0,204.0,,2109.0,11462.0,,1105.0,,,,,,,1165.0,37.0,1093.0,,48836.0,247281.0,,,,,{'date': '2021-01-31'},,,9588910.0,1251872.0,16281.0,1229059.0,6883888.0,9219875.0,5903791.0,
KA,Bidar,,,,,408.0,740.0,,7.0,,,,,,,,,5.0,,13739.0,30558.0,,,,,{'date': '2020-08-29'},,,1700018.0,24340.0,400.0,23936.0,67689.0,929776.0,515993.0,
KA,Chamarajanagara,,,4.0,,25.0,399.0,,14.0,,,,,,,6.0,,15.0,,2102.0,36658.0,,,,,{'date': '2020-06-28'},,,1020962.0,33001.0,500.0,32469.0,5156.0,647951.0,351940.0,
KA,Chikkaballapura,2.0,1.0,,,16.0,22.0,,6.0,,,,,,,11.0,3.0,8.0,,4700.0,19860.0,,,,,{'date': '2020-06-28'},,,1254377.0,43951.0,429.0,43501.0,15089.0,852473.0,497674.0,
KA,Chikkamagaluru,3.0,,4.0,,14.0,29.0,,46.0,,,,,,,28.0,,93.0,,4830.0,13010.0,,,,,{'date': '2020-06-28'},,,1137753.0,51126.0,395.0,50662.0,5467.0,737417.0,346002.0,
KA,Chitradurga,3.0,,3.0,,2340.0,1956.0,,9.0,,,,,,,17.0,,12.0,,45062.0,47252.0,,,,,{'date': '2020-06-28'},,,1660378.0,36666.0,206.0,36412.0,4393.0,1020280.0,618156.0,
